evidence_id,phase,analysis_nature,dataset_code,dataset_display_name,dataset_role,modality,endpoint,horizon_days,model_or_comparison,metric,point_estimate,ci_lower_95,ci_upper_95,parent_n,evaluated_n,events,coverage,source_file,source_row,ci_source_file,ci_source_row,claim_status,allowed_claim_zh,allowed_claim_en,limitation_zh,limitation_en,planned_location,planned_figure_or_table
P4-MODEL-R004-CALIBRATION-SLOPE,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B6; seed=17; partition=oof,calibration_slope,1.3956468695481778,,,,489.0,135.0,,results/metrics/phase4/model_metrics.csv,4,,,DEVELOPMENT_ONLY,HANCOCK中B6的校准斜率为1.3956468695481778。,B6 had calibration slope 1.3956468695481778 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R005-IPCW-BRIER,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B2; seed=17; partition=calibration,ipcw_brier,0.14602695410991687,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,5,,,DEVELOPMENT_ONLY,HANCOCK中B2的IPCW Brier评分为0.14602695410991687。,B2 had IPCW Brier score 0.14602695410991687 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R005-HARRELL-C,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B2; seed=17; partition=calibration,harrell_c,0.6327979081060889,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,5,,,DEVELOPMENT_ONLY,HANCOCK中B2的Harrell C指数为0.6327979081060889。,B2 had Harrell C index 0.6327979081060889 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R005-UNO-C,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B2; seed=17; partition=calibration,uno_c,0.6596807967156807,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,5,,,DEVELOPMENT_ONLY,HANCOCK中B2的Uno C指数为0.6596807967156807。,B2 had Uno C index 0.6596807967156807 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R005-AUC-HORIZON,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B2; seed=17; partition=calibration,auc_horizon,0.690132279155643,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,5,,,DEVELOPMENT_ONLY,HANCOCK中B2的24个月AUC为0.690132279155643。,B2 had 24-month AUC 0.690132279155643 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R005-CALIBRATION-IN-THE-LARGE,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B2; seed=17; partition=calibration,calibration_in_the_large,0.36438918326351993,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,5,,,DEVELOPMENT_ONLY,HANCOCK中B2的整体校准偏差为0.36438918326351993。,B2 had calibration-in-the-large 0.36438918326351993 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R005-CALIBRATION-SLOPE,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B2; seed=17; partition=calibration,calibration_slope,2.6173690173520994,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,5,,,DEVELOPMENT_ONLY,HANCOCK中B2的校准斜率为2.6173690173520994。,B2 had calibration slope 2.6173690173520994 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R006-IPCW-BRIER,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B5; seed=17; partition=calibration,ipcw_brier,0.12758256695847323,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,6,,,DEVELOPMENT_ONLY,HANCOCK中B5的IPCW Brier评分为0.12758256695847323。,B5 had IPCW Brier score 0.12758256695847323 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R006-HARRELL-C,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B5; seed=17; partition=calibration,harrell_c,0.6948076204706761,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,6,,,DEVELOPMENT_ONLY,HANCOCK中B5的Harrell C指数为0.6948076204706761。,B5 had Harrell C index 0.6948076204706761 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R006-UNO-C,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B5; seed=17; partition=calibration,uno_c,0.7594409222124383,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,6,,,DEVELOPMENT_ONLY,HANCOCK中B5的Uno C指数为0.7594409222124383。,B5 had Uno C index 0.7594409222124383 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R006-AUC-HORIZON,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B5; seed=17; partition=calibration,auc_horizon,0.7872786501162948,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,6,,,DEVELOPMENT_ONLY,HANCOCK中B5的24个月AUC为0.7872786501162948。,B5 had 24-month AUC 0.7872786501162948 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R006-CALIBRATION-IN-THE-LARGE,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B5; seed=17; partition=calibration,calibration_in_the_large,0.36245565346604275,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,6,,,DEVELOPMENT_ONLY,HANCOCK中B5的整体校准偏差为0.36245565346604275。,B5 had calibration-in-the-large 0.36245565346604275 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R006-CALIBRATION-SLOPE,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B5; seed=17; partition=calibration,calibration_slope,2.421428292211717,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,6,,,DEVELOPMENT_ONLY,HANCOCK中B5的校准斜率为2.421428292211717。,B5 had calibration slope 2.421428292211717 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R007-IPCW-BRIER,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B6; seed=17; partition=calibration,ipcw_brier,0.12873685777283778,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,7,,,DEVELOPMENT_ONLY,HANCOCK中B6的IPCW Brier评分为0.12873685777283778。,B6 had IPCW Brier score 0.12873685777283778 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R007-HARRELL-C,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B6; seed=17; partition=calibration,harrell_c,0.6765035487485992,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,7,,,DEVELOPMENT_ONLY,HANCOCK中B6的Harrell C指数为0.6765035487485992。,B6 had Harrell C index 0.6765035487485992 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R007-UNO-C,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B6; seed=17; partition=calibration,uno_c,0.7421435418170539,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,7,,,DEVELOPMENT_ONLY,HANCOCK中B6的Uno C指数为0.7421435418170539。,B6 had Uno C index 0.7421435418170539 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R007-AUC-HORIZON,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B6; seed=17; partition=calibration,auc_horizon,0.7699463564548733,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,7,,,DEVELOPMENT_ONLY,HANCOCK中B6的24个月AUC为0.7699463564548733。,B6 had 24-month AUC 0.7699463564548733 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R007-CALIBRATION-IN-THE-LARGE,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B6; seed=17; partition=calibration,calibration_in_the_large,0.3762258161114575,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,7,,,DEVELOPMENT_ONLY,HANCOCK中B6的整体校准偏差为0.3762258161114575。,B6 had calibration-in-the-large 0.3762258161114575 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R007-CALIBRATION-SLOPE,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B6; seed=17; partition=calibration,calibration_slope,2.5177524421850035,,,,122.0,38.0,,results/metrics/phase4/model_metrics.csv,7,,,DEVELOPMENT_ONLY,HANCOCK中B6的校准斜率为2.5177524421850035。,B6 had calibration slope 2.5177524421850035 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R008-IPCW-BRIER,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B2; seed=29; partition=oof,ipcw_brier,0.11057354679016557,,,,489.0,135.0,,results/metrics/phase4/model_metrics.csv,8,,,DEVELOPMENT_ONLY,HANCOCK中B2的IPCW Brier评分为0.11057354679016557。,B2 had IPCW Brier score 0.11057354679016557 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R008-HARRELL-C,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B2; seed=29; partition=oof,harrell_c,0.6676520706392647,,,,489.0,135.0,,results/metrics/phase4/model_metrics.csv,8,,,DEVELOPMENT_ONLY,HANCOCK中B2的Harrell C指数为0.6676520706392647。,B2 had Harrell C index 0.6676520706392647 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R008-UNO-C,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B2; seed=29; partition=oof,uno_c,0.7080323269680058,,,,489.0,135.0,,results/metrics/phase4/model_metrics.csv,8,,,DEVELOPMENT_ONLY,HANCOCK中B2的Uno C指数为0.7080323269680058。,B2 had Uno C index 0.7080323269680058 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-MODEL-R008-AUC-HORIZON,Phase 4,DEVELOPMENT_OR_CALIBRATION,HANCOCK,HANCOCK,development/calibration ecosystem,clinical/pathological; blood; TMA cell density,24-month overall survival,730.5,B2; seed=29; partition=oof,auc_horizon,0.727551940446864,,,,489.0,135.0,,results/metrics/phase4/model_metrics.csv,8,,,DEVELOPMENT_ONLY,HANCOCK中B2的24个月AUC为0.727551940446864。,B2 had 24-month AUC 0.727551940446864 in HANCOCK.,仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
